fig_num,name,num_parts
fig-006973,"Martian, Alien Commander",5
fig-006974,Martian,2
fig-006975,"Mars Astronaut, Cheek Lines",5
fig-006976,"Mars Astronaut, Orange Sunglasses, Stubble",5
fig-006977,"Mars Astronaut, Stubble",5
fig-006978,"Mars Astronaut, Sunglasses",5
fig-006979,"Mars Astronaut, Printed Hair",5
fig-006980,"Mars Astronaut, Stubble, Printed Hair",5
fig-006981,"Mars Astronaut, Stubble, Printed Hair over Eyes",5
fig-006982,"Mars Astronaut, Balaclava",5
fig-006983,"Mars Astronaut, Balaclava, and Backpack",6
fig-006984,"Mars Astronaut, Cheek Lines, and Backpack",6
fig-006985,Alien Trooper,3
fig-006986,Alien Pilot,3
fig-006987,"ADU Soldier, Orange Sunglasses, Dark Bluish Gray Hips",5
fig-006988,"Man, Dark Blue Pinstripe Suit with Gold Tie, Black Hair, Glasses",4
fig-006989,"ADU Soldier, Orange Sunglasses, Azure Hips",5
fig-006990,"ADU Soldier, Snarl / Surprised, Dark Azure Hips",5
fig-006991,"ADU Trooper, Big Smile / Confused",5
fig-006992,Alien Android,6
fig-006993,Scientist in Hazmat Suit with Hair,4
fig-006994,"ADU Soldier, Gray Moustache",5
fig-006995,"ADU Soldier, Female",5
fig-006996,"Reporter, Red Jacket with Name Badge, Glasses",4
fig-006997,Alien Commander,7
fig-006998,"Man, Sand Blue Overalls, Reddish Brown Hair, Beard (Farmer)",4
fig-006999,Mosquitoid with Wings,6
fig-007000,Solomon Blaze,5
fig-007001,Max Solarflare,5
fig-007002,"Robot, Dark Azure with Neck Bracket",4
fig-007003,Mantizoid,7
fig-007004,"Robot, Red with Neck Bracket",4
fig-007005,Billy Starbeam,5
fig-007006,"Robot, Orange",6
fig-007007,Jack Fireblade,5
fig-007008,Chuck Stonebreaker,5
fig-007009,"Alien Buggoid, Olive Green",3
fig-007010,Ashlee Starstrider,5
fig-007011,"Robot, Bright Green",4
fig-007012,"Alien Buggoid, Dark Red",3
fig-007013,"Robot, Dark Azure",3
fig-007014,Benny,5
fig-007015,"Classic Spaceman, Dark Pink with Airtanks (Lenny)",5
fig-007016,"Classic Spacewoman, White with Airtanks (Jenny)",5
fig-007017,"Classic Spaceman, Yellow with Airtanks (Kenny)",5
fig-007018,"Robot Police, Armor, Cap",5
fig-007019,Unikitty,14
fig-007020,"Skeleton, Robot (Robo-Skeleton)",6
fig-007021,"Emmet w red piece of resistance, open-mouthed smile/scared face and Red Plate",7
fig-007022,"Unikitty, Queasy",14
fig-007023,Benny,5
fig-007024,President Business,4
fig-007025,"Vitruvius, Ghost ",5
fig-007026,Emmet,4
fig-007027,"Unikitty, Sitting",14
fig-007028,Batman,5
fig-007029,"Unikitty, Super Angry Kitty",14
fig-007030,Unikitty in Classic Space Outfit,14
fig-007032,Lloyd / Green Ninja (LEGO Movie),5
fig-007034,Johnny Thunder (LEGO Movie),4
fig-007035,Emmet,7
fig-007036,"Robot Police, Aviator Helmet, Armor",6
fig-007037,"Robot Police, Helmet with Night Vision Goggles, Neck Bracket",6
fig-007038,"Robot Police, Hat, Neck Bracket",5
fig-007039,"Unikitty, Angry Kitty",14
fig-007040,"Batman, No Cape",4
fig-007041,"Vitruvius, Legs",5
fig-007042,"Wyldstyle, No Hood",4
fig-007043,President Business,4
fig-007044,"Ice Cream Jo, Reddish Brown Hair",4
fig-007045,Emmet,4
fig-007046,Unikitty,14
fig-007047,Ice Cream Cone,8
fig-007048,Chocolate Bar,31
fig-007049,Rex Dangervest,4
fig-007050,Lucy Wyldstyle,4
fig-007051,"Emmet, Worn Outfit",4
fig-007052,Susan,5
fig-007053,Banarnar,37
fig-007054,"Lucy Wyldstyle, Goggles, Scarf, Quiver",6
fig-007055,Sharkira,5
fig-007056,Melody,4
fig-007057,Tempo,4
fig-007058,"Unikitty, Disco Outfit",14
fig-007059,"Emmet, Worn Outfit",4
fig-007060,"Ice Cream Cone, Printed Arms",4
fig-007061,"Batman, Glitter Outfit",4
fig-007062,Balthazar,6
fig-007063,"Balthazar, Bat",3
fig-007064,Benny,5
fig-007065,"Lucy Wyldstyle, Medium Azure Hair",4
fig-007066,"Unikitty, Calm Angry Kitty",14
fig-007067,Maddox,4
fig-007068,"Batman, Battle Armor",7
fig-007069,"Emmet, Worn Outfit",4
fig-007070,"Apocalypse Benny, Neck Bracket",7
fig-007071,"Unikitty, Sitting",10
fig-007072,"Unikitty, Angry Kitty Sleeping",11
fig-007073,"Rex Dangervest, Spacesuit with Neck Bracket",6
fig-007074,Sewer Baby,2
fig-007075,Sewer Baby with Orange Stripe Across Eyes,2
fig-007076,"Sharkira, Hair",4
fig-007077,"Rex Dangervest, Neck Bracket",5
fig-007078,"Emmet, Dark Blue Rex Dangervest Vest",4
fig-007079,"Lucy Wyldstyle, Medium Azure Hair",5
fig-007080,"Benny, Disco Outfit",6
fig-007081,"Sparkle Baby, Bright Pink",2
fig-007082,"Sparkle Baby, Dark Turquoise",2
fig-007083,"Emmet, Worn Outfit",4
fig-007084,"Lucy Wyldstyle, Medium Azure Hair",4
fig-007085,"Unikitty, Angry Kitty with Bushy Tail",26
fig-007086,"Where Are My Pants? Guy, Apocalypseburg",5
fig-007087,"Batman, Battle Armor",7
fig-007089,"Harley Quinn, Apocalypseburg",4
fig-007090,Chainsaw Dave,4
fig-007092,"Bad Cop / Scribble-face Cop, Apocalypseberg",5
fig-007093,Mo-Hawk,4
fig-007094,"Larry the Barista, Apocalypseburg",6
fig-007095,Roxxi,5
fig-007096,"Green Lantern, Hal Jordan, Apocalypseberg",6
fig-007097,Fuse,4
fig-007098,"Skeleton, Robot, Mannequin",11
fig-007099,Rex Dangervest,4
fig-007100,"Emmet, Dark Blue Rex Dangervest Vest, Smudged Stubble",4
fig-007101,Cheetah (Dr Barbara Minerva),5
fig-007102,Maxwell Lord,4
fig-007103,Wonder Woman - Golden Wings,5
fig-007104,"King (Royal Knights) - Blue Legs, Black Hips",4
fig-007106,"King (Royal Knights) - White Legs, Black Hips",5
fig-007107,"King (Royal Knights) - Blue Legs, Blue Hips, Cape",6
fig-007108,"Knight (Royal Knights) - Black Legs, Red Helmet, Red Plume",6
fig-007109,Knight (Royal Knights) - Red Legs,4
fig-007110,Archer (Royal Knights) - Red Legs,5
fig-007111,"Knight (Royal Knights) - Blue Legs, Black Neck-Protector",4
fig-007112,"Knight (Fright Knights) - Black Helmet, Red Triple-Plume",5
fig-007113,"Knight (Fright Knights) - Black Helmet, Red Plume",5
fig-007114,"Knight (Fright Knights) - Dark Gray Legs, Black Chin-Guard",4
fig-007115,"Knight (Fright Knights) - Dark Gray Legs, Black Neck-Protector",4
fig-007116,"Knight (Fright Knights) - Red Legs, Red Hips",4
fig-007117,Witch (Fright Knights) - Cape,5
fig-007118,"Soccer Player Goalie Black Torso, Light Bluish Gray Legs, Blue Cap",4
fig-007119,"Soccer Player Goalie Black Torso, Light Bluish Gray Legs, Red Cap",4
fig-007120,"Man - Blue Torso, White Arms, White Legs, Red Cap",4
fig-007121,"Woman - Red Torso, Sand Blue Legs",4
fig-007122,"Soccer Player Red Plain Torso, White Legs 1",4
fig-007123,"Soccer Player Red Plain Torso, White Legs 2",4
fig-007124,"Soccer Player Red Plain Torso, White Legs 3",4
fig-007125,"Soccer Player Red Plain Torso, White Legs 4",4
fig-007126,"Soccer Player Red Plain Torso, White Legs 5",4
fig-007127,"Soccer Player White Plain Torso, Black Legs 1",4
fig-007128,"Soccer Player White Plain Torso, Black Legs 2",4
fig-007129,"Soccer Player White Plain Torso, Black Legs 3",4
fig-007130,"Soccer Player White Plain Torso, Black Legs 4",4
fig-007131,"Soccer Player White Plain Torso, Black Legs 5",4
fig-007132,"Man - Black Torso, Blue Legs, Red Cap",4
fig-007133,"Man - Red Torso, Dark Grey Legs",4
fig-007134,"Man - Blue JAcket, Green Legs, Light grey Cowboy Head",4
fig-007135,"Woman - Blue Jogging Suite, Light Gray Legs",4
fig-007136,"Man, Open Black Jacket over Red Shirt, Black Legs, Red Cap",4
fig-007137,"Doctor - EMT Star, Blue Cap",4
fig-007138,"Doctor - White Legs, Female",4
fig-007139,"Soccer Player Goalie Green Torso, Black Legs, Red Cap",4
fig-007140,"Soccer Player Red Plain Torso, White Legs 6",4
fig-007141,"Soccer Player Red Plain Torso, White Legs 8",4
fig-007142,"Soccer Player Red Plain Torso, White Legs 7",4
fig-007143,"Soccer Player Red Plain Torso, White Legs 9",4
fig-007144,"Soccer Player Red Plain Torso, White Legs 10",4
fig-007145,"Soccer Player Green Torso, White Legs #18",4
fig-007146,"Soccer Player Blue Torso, White Legs #10 - Zidane",4
fig-007147,"Snowboarder, Dark Gray, Black Helmet, White Vest",6
fig-007148,"Snowboarder, Red, Black Legs, White Vest",6
fig-007149,"Skateboarder, Medium Blue, Black Helmet",4
fig-007150,"Skateboarder, Dark Blue, White Helmet",4
fig-007151,"Snowboarder, Blue, Blue Helmet",6
fig-007152,"Snowboarder, Red, Dark Gray Legs, White Vest",6
fig-007153,"Boy, Floating Classic Spaceman on Shirt, Short Tan Legs, Red Cap",4
fig-007154,"Racer, White and Green Jumpsuit with Octan Logo, Red Helmet with Trans-Black Visor",5
fig-007155,"Firewoman, Safety Vest with Shoulder Straps, Red Helmet",4
fig-007156,"Robber, Striped Sweater with Rope and Belt, Black Eyemask, Red Scarf",5
fig-007157,"Policeman, Vest with Badge, Pockets, and Radio, Black Cap",4
fig-007158,"Man - Blue Torso, Black Legs, White Cap",4
fig-007159,"Man - Yellow Torso, Black Legs, Light Grey Cap",4
fig-007160,"Man - Red Torso, White Legs",4
fig-007161,"Man - White Torso, Blue Legs, Blue Cap",4
fig-007162,"Man - Black Jacket, Light Gray Legs, White Bandanna, Black Cap",5
fig-007163,"Police - Black vest, Light Gray Legs, Black Hat",4
fig-007164,"Policewoman, Black Jacket with Zipper and Badge, White Helmet with Trans-Light Blue Visor",5
fig-007165,"Man - Black Torso, Red Legs, Red Cap",4
fig-007166,"Man - Blue Torso, Sand Blue LEgs, Black Cap",4
fig-007167,"Man - Blue Torso, Black Legs, Blue Cap",4
fig-007168,"Man - Red Torso, Dark Grey Legs, Black Hair",4
fig-007169,"Man - White Torso R.E.S.Q, White Legs, White Cap",4
fig-007170,"Doctor - White Legs, Female",4
fig-007171,"Soccer Player White Torso with Blue/Red Stripes, Blue Legs #9",4
fig-007172,"TV Worker - White Torso, Black Legs, Blue Cap",4
fig-007173,"Man - Brown Jacket, Green Legs",4
fig-007174,"Man - Red Octan Torso, Light Grey Legs",4
fig-007175,"Man - Black Torso, Blue Legs, Red Cap",4
fig-007176,"Soccer Player Goalie Blue Torso, Red Legs, Black Cap",4
fig-007177,"Soccer Player Blue Torso, Red Legs, Yellow Vest, Female 1",5
fig-007178,"Soccer Player Blue Torso, Red Legs, Female 2",4
fig-007179,"Soccer Player Blue Torso, Red Legs, Yellow Vest, Female 3",5
fig-007180,"Soccer Player Blue Torso, Red Legs, Yellow Vest, Female 4",5
fig-007181,"Soccer Player Blue Torso, Red Legs, Yellow Vest, Female 5",4
fig-007182,Hokey Player Black Vest #1,7
fig-007183,Hokey Player Black Vest #3,6
fig-007184,Hokey Player Black Vest #5,6
fig-007185,Hokey Player Black Vest #7,6
fig-007186,Hokey Player White Vest #2,6
fig-007187,Hokey Player White Vest #4,6
fig-007188,Hokey Player White Vest #6,6
fig-007189,Hokey Player White Vest #8,6
fig-007190,"Man - Dark Blue Torso, Red Legs, Blue Cap",4
fig-007191,"Man - Red Torso, Tan Legs, Red Helmet",4
fig-007192,"Basketball Player, White Torso, White Legs 1",3
fig-007193,"Basketball Player, White Torso, White Legs 2",3
fig-007194,"Basketball Player, White Torso, White Legs 3",3
fig-007195,"Basketball Player, White Torso, White Legs 5",3
fig-007196,"Basketball Player, White Torso, White Legs 4",3
fig-007197,"Basketball Player, Violet Torso, violet Legs 1",3
fig-007198,"Basketball Player, Violet Torso, violet Legs 5",3
fig-007199,"Basketball Player, Violet Torso, violet Legs 7",3
fig-007200,"Basketball Player, Violet Torso, violet Legs 9",3
fig-007201,"Basketball Player, Red  Torso, Red Legs #2",3
fig-007202,"Basketball Player, Red  Torso, Red Legs #4",3
fig-007203,"Basketball Player, Red  Torso, Red Legs #6",3
fig-007204,"Basketball Player, Red  Torso, Red Legs #8",3
fig-007205,"Basketball Player, Red  Torso, Red Legs #10",4
fig-007206,"Basketball Player, Red  Torso, Red Legs #8, Black Hear",4
fig-007207,"Arctic Crew, Blue, Showshoes",6
fig-007208,"Arctic Crew, Green, Cap",4
fig-007209,"Basketball Player, Red  Torso, Red Legs #2",3
fig-007210,"Arctic Crew, Blue, Hood",4
fig-007211,"Arctic Medic, Red",4
fig-007212,"Arctic Crew, Red, Helmet and Visor",5
fig-007213,"Arctic Explorer, Hood, Printed Orange Goggles, Woman",4
fig-007214,"Arctic Explorer, Hood, Printed Light Blue Goggles",4
fig-007215,"Arctic Explorer, Climbing Gear",4
fig-007216,"Arctic Explorer, Expedition Leader",4
fig-007217,"Arctic Explorer, Dirt Bike Helmet, Snow Goggles, Woman",5
fig-007218,"Arctic Explorer, Pilot, Dark Azure Helmet",5
fig-007219,"Arctic Explorer, Dirt Bike Helmet, Snow Goggles",5
fig-007220,"Arctic Explorer, Red",4
fig-007221,"Arctic Explorer, Beanie Hat",4
fig-007222,"Arctic Explorer, Pilot, Black Helmet, Stubble",5
fig-007223,"Arctic Explorer, Ship Captain",4
fig-007224,"Arctic Explorer, Scientist",4
fig-007225,"Arctic Explorer, Pilot, Black Helmet",5
fig-007226,"Arctic Explorer, Dark Blue Hat, Orange Sunglasses, Snowshoes",6
fig-007227,"Arctic Explorer, Hood, Printed Orange Goggles, Woman, Showshoes",6
fig-007228,"Arctic Explorer, Scientist, Beard",4
fig-007229,"Arctic Explorer, Dark Blue Hat, Orange Sunglasses",4
fig-007230,"Arctic Explorer, Hood, Printed Green Goggles, Snowshoes",6
fig-007231,"Arctic Explorer, Pilot, Black Helmet, Sunglasses",5
fig-007232,"Woman, Orange Safety Vest, Dark Tan Legs, Glasses",4
fig-007233,"Man, Open Blue Jacket over Dark Red Shirt, Dark Bluish Gray Legs, Red Cap",4
fig-007234,"Man, Safety Vest with Belt, Black Legs, Red Hard Hat with Ear Defenders",4
fig-007235,"Woman, Safety Jacket over Hoodie with Belt, Dark Blue Legs,",4
fig-007236,"Man, Blue Overalls, Red Hard Hat, Stubble",4
fig-007237,"Man, Dark Blue Plaid Shirt, Dark Bluish Gray Legs, Silver Sunglasses",4
fig-007238,"Man, Blue Jacket with Orange Stripes, Blue Legs, Blue Cap, Ear Defenders",5
fig-007239,"Man, Blue Overalls, Red Cap, Stubble",4
fig-007240,"Woman, Blue Overalls, Red Cap",4
fig-007241,"Man, Blue Overalls, Blue Cap, Silver Sunglasses",4
fig-007242,"Pilot, Blue Jacket with Plane Logo and Blue Tie, Blue Hat",4
fig-007243,"Ground Crew, Orange Jacket with Zipper and Reflective Stripes, Blue Legs, Blue Cap, Glasses",4
fig-007244,"Ground Crew, Orange Jacket with Zipper and Reflective Stripes, Blue Legs, Blue Cap, Stubble",4
fig-007245,"Man, Orange Overalls over Blue Sweater, Reddish Brown Legs, Dark Bluish Gray Hat, Beard",4
fig-007246,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Cap, Goatee Beard",4
fig-007247,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Helmet with Visor",5
fig-007248,"Coast Guard Diver, Blue Helmet, Airtank, Mask",6
fig-007249,"Man, Blue Overalls over Shirt, Blue Legs, Black Hat, Cheek Lines",4
fig-007250,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Light Bluish Gray Helmet, Flippers, Orange Sunglasses",6
fig-007251,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Helmet with Visor, Brown Eyebrows",5
fig-007252,"Coast Guard, Light Bluish Gray Shirt with Badge, Blue Cap, Ear Defenders, Yellow Life Vest",6
fig-007253,"Coast Guard Diver, Orange, White Helmet, Airtank, Mask, Flippers",8
fig-007254,"Coast Guard, Orange Jumpsuit, White Helmet with Visor",5
fig-007255,"Man, Black Wetsuit, Yellow Life Vest",5
fig-007256,"Coast Guard, Light Bluish Gray Shirt with Badge, Blue Cap, Yellow Life Vest",5
fig-007257,"Coast Guard, Orange Jumpsuit, Blue Cap, Stubble",4
fig-007258,"Coast Guard, Light Bluish Gray Shirt with Badge, Blue Helmet with Visor, Yellow Life Vest, Silver Sunglasses",6
fig-007259,"Man, Black Wetsuit, Mid-Length Dark Orange Hair",4
fig-007260,"Man, Red Shirt with Dark Blue Arms, Red Legs, Black Hair, Orange Sunglasses",4
fig-007261,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Cap, Cheek Lines",4
fig-007262,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Blue Cap, Silver Sunglasses",4
fig-007263,"Coast Guard, Yellow Jacket with Zipper, Radio and Badge, Light Bluish Gray Helmet, Yellow Life Vest, Orange Sunglasses",5
fig-007264,"Coast Guard, Open Sand Blue Jacket with Badge over Orange Sweater, Blue Cap, Yellow Life Vest, Silver Sunglasses",5
fig-007265,"Man, Hoodie over Green and Lime Shirt, Life Vest, Black Hair",5
fig-007266,"Man, Sunset Shirt with Palm Trees, Green Legs, Yellow Life Vest, Glasses",5
fig-007267,"Coast Guard, Open Sand Blue Jacket with Badge over Orange Sweater, White Hat, Yellow Life Vest, Beard",5
fig-007268,"Coast Guard, Open Sand Blue Jacket with Badge over Orange Sweater, White Helmet with Visor, Sunglasses",5
fig-007269,"Coast Guard, Woman, Sand Blue Shirt with Badge, Glasses",4
fig-007270,"Coast Guard, Dark Red Wetsuit, Dark Red Cap, Yellow Life Vest",5
fig-007271,"Coast Guard, Woman, Orange Jumpsuit, Yellow Life Vest, Dark Brown Hair",5
fig-007272,"Coast Guard, Woman, Sand Blue Shirt with Badge, Blue Cap, Yellow Life Vest",5
fig-007273,"Man, Light Bluish Gray Hoodie over Dark Red Shirt, Dark Blue Legs, Yellow Life Vest",5
fig-007274,"Coast Guard, Open Sand Blue Jacket with Badge over Orange Sweater, White Helmet with Visor, Moustache",5
fig-007275,"Coast Guard, Woman, Orange Jumpsuit, Yellow Life Vest, Dark Red Hair",5
fig-007276,"Coast Guard, Woman, Orange Jumpsuit, White Helmet with Diving Mask, Yellow Life Vest",6
fig-007277,"Coast Guard, Woman, Orange Jumpsuit, Yellow Life Vest, Reddish Brown Hair, Glasses",5
fig-007278,"Coast Guard Diver, Black and Lime Wetsuit, Black Helmet, Airtank, Mask, Flippers",8
fig-007279,"Coast Guard, Open Sand Blue Jacket with Badge over Orange Sweater, Blue Cap",4
fig-007280,"Coast Guard, Orange Jumpsuit, Blue Cap, Yellow Life Vest",5
fig-007281,"Man, Open Red Jacket over Dark Red Sweater, Dark Red Hat, Yellow Life Vest, Beard",5
fig-007282,"Man, Black and Lime Wetsuit, Tan Hair",4
fig-007283,"Coast Guard, Woman, Sand Blue Shirt with Badge, Reddish Brown Hair, Glasses",4
fig-007284,"Lifeguard, Dark Red Wetsuit, Dark Red Cap, Yellow Life Vest, Stubble",5
fig-007285,"Coast Guard, Orange Jumpsuit, White Helmet with Visor, Silver Sunglasses",5
fig-007286,"Man, Blue Overalls over Shirt, Blue Legs, Dark Bluish Gray Hair, Beard",4
fig-007287,"Man, Dark Blue Plaid Shirt, Sand Blue Legs, Dark Red Cap",4
fig-007288,"Coast Guard Ship Captain, Light Bluish Gray Shirt with Badge, White Hat, Beard and Glasses",4
fig-007289,"Coast Guard, Light Bluish Gray Shirt with Badge, Blue Cap, Ear Defenders, Yellow Life Vest, Stubble",6
fig-007290,"Coast Guard, Light Bluish Gray Shirt with Badge, Blue Cap, Yellow Life Vest",5
fig-007291,"Woman, Orange Halter Top with Flowers, Blue Legs, Yellow Life Vest, Dark Brown Hair",5
fig-007292,"Man, White Vest Top, Dark Blue Legs, Red Cap, Yellow Life Vest, Glasses",5
fig-007293,"Coast Guard, Orange Jumpsuit, White Helmet with Visor, Yellow Life Vest, Sunglasses",6
fig-007294,"Allan Houston, New York Knicks #20",3
fig-007295,"Chris Webber, Sacramento Kings #4",3
fig-007296,"Tracy McGrady, Orlando Magic #1",3
fig-007297,"Jalen Rose, Chicago Bulls #5",3
fig-007298,"Kevin Garnett, Minnesota Timberwolves #21",3
fig-007299,"Predrag Stojakovic, Sacramento Kings #16",3
fig-007300,"Jerry Stackhouse, Detroit Pistons #42",3
fig-007301,"Paul Pierce, Boston Celtics #34",3
fig-007302,"Steve Nash, Dallas Mavericks #13",3
fig-007303,"Allen Iverson, Philadelphia 76ers #3",3
fig-007304,"Karl Malone, Utah Jazz #32",3
fig-007305,"Steve Francis, Houston Rockets #3",3
fig-007306,"Jason Kidd, New Jersey Nets #5",3
fig-007307,"Toni Kukoc, Milwaukee Bucks #7",3
fig-007308,"Dirk Nowitzki, Dallas Mavericks #41",4
fig-007309,"Gary Payton, Seattle SuperSonics #20",3
fig-007310,"Vince Carter, Toronto Raptors #15",3
fig-007311,"Antoine Walker, Boston Celtics #8",3
fig-007312,"Shaquille O'Neal, Los Angeles Lakers #34",3
fig-007313,"Ray Allen, Milwaukee Bucks #34",3
fig-007314,"Tim Duncan, San Antonio Spurs #21",3
fig-007315,"Allen Iverson, Philadelphia 76ers #3, White",3
fig-007316,"Antoine Walker, Boston Celtics #8, White",3
fig-007317,"Jason Kidd, New Jersey Nets #5, White",3
fig-007318,"Kevin Garnett, Minnesota Timberwolves #21, Dark Blue",3
fig-007319,"Kobe Bryant, Los Angeles Lakers #8, Violet",3
fig-007320,"Shaquille O'Neal, Los Angeles Lakers #34, Violet",3
fig-007321,"Tracy McGrady, Orlando Magic #1, White",3
fig-007322,"Vince Carter, Toronto Raptors #15, White",3
fig-007323,"Basketball Player, Light Gray Torso and Dark Blue Legs, Black Hat",4
fig-007324,"Basketball Player, Red Torso with #10, Blue Legs, Black Flat Top Hair",4
fig-007325,"Basketball Player, Red Torso with #4, Dark Gray Legs",3
fig-007326,"Basketball Player, White Torso, Orange Legs",3
